ID|Time|Text
573934373453627392|Fri Mar 06 19:53:12 +0000 2015|Why do female killer whales--and humans--live long beyond child-bearing years? To lead. http://lat.ms/1McGw0s
573922644401090560|Fri Mar 06 19:06:36 +0000 2015|Patricia Bragg, a living testament to healthful habits http://lat.ms/1H7OGGg
573894688228425731|Fri Mar 06 17:15:30 +0000 2015|Could a puff of oxytocin keep the pounds away? Preliminary results are encouraging http://lat.ms/1wKRkBh
573719693795672064|Fri Mar 06 05:40:08 +0000 2015|Oxytocin turns men into cuddly, highly evolved salad-eaters. via @LATMelissaHealy http://lat.ms/1wKRkBh
573678648894570496|Fri Mar 06 02:57:02 +0000 2015|Boost his levels of the hormone oxytocin and he might evolve into a trim, salad-eating snuggle-bunny. http://lat.ms/1McmTr0
573678085104615424|Fri Mar 06 02:54:48 +0000 2015|Boost a healthy aging guy's testosterone and you might raise his risk of heart attack, says FDA. http://lat.ms/1EeQS0o
573676855372439553|Fri Mar 06 02:49:55 +0000 2015|A potential weight-loss, obesity prevention drug that only works for females? Sweet justice! http://lat.ms/1Kv6yR2
573676647834066944|Fri Mar 06 02:49:05 +0000 2015|A potential weight-loss, obesity prevention drug that only works for females? Sweet justice!
573645464794370048|Fri Mar 06 00:45:11 +0000 2015|RT @mmacvean: Delicious #goji drink. Not too sweet. From #Sonoma. @NatProdExpo @gojivitatea. #superberries http://pbs.twimg.com/media/B_XfRqpUwAALuSn.jpg
573579273035902977|Thu Mar 05 20:22:09 +0000 2015|RT @mmacvean: Is it #natural if it has these? W/ @MicheleRSimon @NatProdExpo #Expowest2015 http://pbs.twimg.com/media/B_XDOQbU8AARNdJ.jpg
573575143655497729|Thu Mar 05 20:05:45 +0000 2015|RT @mmacvean: .@MicheleRSimon talking to companies @NatProdExpo about not getting sued over #natural #Expowest2015 How to do the right thin…
573570160805613569|Thu Mar 05 19:45:57 +0000 2015|RT @mmacvean: .@srirachasauce goes everywhere. @country archer #beef jerky. @NatProdExpo #ExpoWest http://pbs.twimg.com/media/B_W5yF-UcAAWYWN.jpg
573570131227336705|Thu Mar 05 19:45:50 +0000 2015|RT @mmacvean: Will these get eating #chia? #chocolate covered. #ExpoWest2015 @NatProdExpo http://pbs.twimg.com/media/B_W37ZfVAAA7H4x.jpg
573570008392974336|Thu Mar 05 19:45:21 +0000 2015|RT @mmacvean: Ancient Greeks had word for #celiacdisease @GlutenFreeFind. Seminar @NatProdExpo
573569449455824896|Thu Mar 05 19:43:07 +0000 2015|RT @mmacvean: In #Anaheim @NatProdExpo #expowest. Let me know of cool new foods. http://pbs.twimg.com/media/B_WnX03U8AAuqOH.jpg
573300726061015040|Thu Mar 05 01:55:19 +0000 2015|Good news: The number of twins/triplets/multiples born as a result of IVF keeps falling. http://lat.ms/17RHiCB
573255122895179776|Wed Mar 04 22:54:06 +0000 2015|Uh-oh: Even a rigorous workout won't undo the ill effects of prolonged sitting. @ACCinTouch http://lat.ms/1M6N948
573254233610440705|Wed Mar 04 22:50:34 +0000 2015|Look around at 1 and 2-yr-olds. About 1.5% of them wouldn't be here without IVF. http://lat.ms/17RHiCB
573242145236242432|Wed Mar 04 22:02:32 +0000 2015|Supplements to boost "low T" increase risk of heart attacks &amp; strokes, @US_FDA warns. Think twice before taking. http://lat.ms/1M7UO4h
573238450629058561|Wed Mar 04 21:47:51 +0000 2015|The @US_FDA warns men of risks of taking prescription testosterone supplements to boost "low T" http://lat.ms/1M7UO4h
573233620036521985|Wed Mar 04 21:28:39 +0000 2015|63,286: The number of babies born in 2013 as a result of IVF and other fertility treatments. http://lat.ms/17RHiCB
572960829043310593|Wed Mar 04 03:24:41 +0000 2015|Guys: 1) your penis is fine (http://lat.ms/1DSisho); and 2) tired and not-always-up-for-sex isn't a disease (http://lat.ms/1EeQS0o)
572950925452681216|Wed Mar 04 02:45:20 +0000 2015|Not every study can win a @NobelPrize. But this one, on penis lengths, will be useful to many people @BJUIjournal http://lat.ms/1NecSeA
572938317420998656|Wed Mar 04 01:55:14 +0000 2015|Study proves that finger length and foot size DO NOT predict the length of a man's penis http://lat.ms/1NecSeA
572932117514076160|Wed Mar 04 01:30:36 +0000 2015|Height is indeed correlated with penis size, but the association is weak. Data from @BJUIjournal http://lat.ms/1NecSeA
572931994864263168|Wed Mar 04 01:30:06 +0000 2015|Researchers comb through measurements of more than 15,000 men to see what qualifies as a 'normal' penis http://lat.ms/1NecSeA
572927460213460992|Wed Mar 04 01:12:05 +0000 2015|5.2 inches: The average length of an erect penis. Here's the study that crunched the numbers http://lat.ms/1NecSeA
572575901025759232|Tue Mar 03 01:55:07 +0000 2015|74% of doctors surveyed said they have complied with parents' requests to 'spread out' childhood vaccines http://lat.ms/1vUFunE
572528136426004480|Mon Mar 02 22:45:19 +0000 2015|Doctors often delay vaccines for young children even though they believe it puts these kids at risk. Here's why http://lat.ms/1vUFunE
572509390789599232|Mon Mar 02 21:30:50 +0000 2015|Pediatricians and family medicine doctors feel trapped by parents who don't trust expert advice on vaccines http://lat.ms/1vUFunE
572504407927078913|Mon Mar 02 21:11:02 +0000 2015|Vaccine-wary parents pressure doctors to delay vaccines, and many go along despite serious reservations http://lat.ms/1vUFunE
572484115641081856|Mon Mar 02 19:50:24 +0000 2015|RT @LATerynbrown: Coming home after treating Ebola patients has its challenges, volunteer doctor says http://lat.ms/1Ck3GBZ
572441640289353728|Mon Mar 02 17:01:37 +0000 2015|RT @renelynch: Diet is only one part of the Primal lifestyle, @Mark_Sisson told me http://lat.ms/1vLRveV Read more about his quest for hea…
571852454754721792|Sun Mar 01 02:00:24 +0000 2015|Wind tunnel experiments reveal the REAL reason you have eyelashes: http://lat.ms/1wyKEkd
571808335680438272|Sat Feb 28 23:05:05 +0000 2015|Clinical trial of #Ebola drug ZMapp now underway in Liberia. Only some of the study participants will get it. http://lat.ms/1C9s3Cj
571758094373560320|Sat Feb 28 19:45:27 +0000 2015|Better late than never? US @NIAIDNews begins clinical trial of ZMapp in Liberia. http://lat.ms/1C9s3Cj
571672785589686272|Sat Feb 28 14:06:27 +0000 2015|Getting primal with Mark Sisson http://lat.ms/1DDdqFk
571671305675669504|Sat Feb 28 14:00:35 +0000 2015|A brief timeline shows how we're gluttons for diet fads http://lat.ms/1aBjQuZ
571415750285471745|Fri Feb 27 21:05:05 +0000 2015|Innovative sunglasses are a sight for active eyes http://lat.ms/1awBS1x
571392973826498560|Fri Feb 27 19:34:35 +0000 2015|Angels' Mike Trout stays one of baseball's best the old way: lots of work http://lat.ms/1aw7Lay
571358874873176065|Fri Feb 27 17:19:05 +0000 2015|Avatars often reflect a reality about their creators, study finds http://lat.ms/1avtEqC
571024949986635778|Thu Feb 26 19:12:11 +0000 2015|The "love hormone" oxytocin kills alcohol's buzz--who knew? Maybe a treatment for alcoholism &amp; other addictions? http://lat.ms/1E0wM9X
571024105031512064|Thu Feb 26 19:08:50 +0000 2015|Emulsifiers are everywhere in prepared food. A new study says they may cause colitis, pre-diabetes and obesity. http://lat.ms/180IHqp
569120035341406208|Sat Feb 21 13:02:44 +0000 2015|Workout on a Gyrotonic tower gives body what it longs for http://lat.ms/19PKxvy
568896025768779777|Fri Feb 20 22:12:36 +0000 2015|Once shunned, Greg LeMond returns to biking world and road to success http://lat.ms/19LV3UA
568848361488429056|Fri Feb 20 19:03:12 +0000 2015|'Forest bath' is way to let nature cleanse away stress http://lat.ms/19KVS03
568823057327919104|Fri Feb 20 17:22:39 +0000 2015|Let go of stress by creating your own spa environment http://lat.ms/1CUX76i
568645429602070528|Fri Feb 20 05:36:49 +0000 2015|RT @latimesscience: UCLA superbug outbreak: Why the medical scope used is hard to disinfect http://lat.ms/19G6a1p
568625391801229312|Fri Feb 20 04:17:12 +0000 2015|Solstice Canyon hike in Malibu takes in ruins of old estate http://lat.ms/1CQYG5o
568503585442394112|Thu Feb 19 20:13:11 +0000 2015|Gluten-free baking from Kristine Kidd http://lat.ms/19EfoLN
568224747886133248|Thu Feb 19 01:45:11 +0000 2015|Pot can change a brain circuit from being one that tells the body it's full to one that tells it to keep eating. http://lat.ms/1vGBce0
568185823298002944|Wed Feb 18 23:10:31 +0000 2015|Scientists use genetic engineering to thwart HIV with a big fake-out. Here's how: http://lat.ms/1MxNUXg
568165509641965568|Wed Feb 18 21:49:48 +0000 2015|RT @mmacvean: Some #ucla #usc research on #meditation. Helps sleep? Have you tried it? http://lat.ms/1vGNvqP
568164406401601536|Wed Feb 18 21:45:25 +0000 2015|THIS is why marijuana is bad for your diet. Thank the stoned mice @Yale who helped researchers figure it out http://lat.ms/1vGBce0
568141908054306816|Wed Feb 18 20:16:01 +0000 2015|Scientists fight HIV by passing the immune system. Instead, they use gene therapy to create decoy molecules http://lat.ms/1MxNUXg
568130603020918784|Wed Feb 18 19:31:05 +0000 2015|Gene therapy technique functions like an effective HIV vaccine in monkeys. via @Nature http://lat.ms/1MxNUXg
568126056093356032|Wed Feb 18 19:13:01 +0000 2015|Dozens of stoned lab mice help scientists trace the origins of the munchies. @Nature via @DeborahNetburn http://lat.ms/1vGBce0
568120505221427200|Wed Feb 18 18:50:58 +0000 2015|HIV researchers say a gene therapy technique protects monkeys from infection, via @Nature http://lat.ms/1MxNUXg
567515066866868224|Tue Feb 17 02:45:10 +0000 2015|A simple diet with just one rule worked about as well as the effective - but complicated - @American_Heart diet http://lat.ms/19pvgS7
567506268181782528|Tue Feb 17 02:10:12 +0000 2015|If you can eat 30 grams of fiber per day, you can lose weight. That's what happened in this @AnnalsofIM study http://lat.ms/19pvgS7
567463488759791616|Mon Feb 16 23:20:13 +0000 2015|When it comes to dieting, simple advice can be effective, @AnnalsofIM study shows http://lat.ms/19pvgS7
567463470799814656|Mon Feb 16 23:20:09 +0000 2015|Detailed diet rules produced only slightly better results than a much simpler alternative in new study http://lat.ms/19pvgS7
567461601369149440|Mon Feb 16 23:12:43 +0000 2015|Trying to lose weight? Try eating more fiber. Here's why: http://lat.ms/19pvgS7
567459398873022464|Mon Feb 16 23:03:58 +0000 2015|When less is more: Advice on losing weight. Simple diet worked about as well as complicated one. @AnnalsofIM http://lat.ms/19pvgS7
567400295735365632|Mon Feb 16 19:09:06 +0000 2015|Meditation booms as people seek a way to slow down http://lat.ms/1CAUHJW
566643819513262080|Sat Feb 14 17:03:08 +0000 2015|Anna Kendrick seeks pitch-perfect balance of work, workouts and sleep http://lat.ms/1CsyNsl
566420434221281282|Sat Feb 14 02:15:29 +0000 2015|Sad, but perhaps true: "Few individuals ever truly recover from obesity." Expert opinion in @TheLancetEndo http://lat.ms/1zAY4fj
566374973909245953|Fri Feb 13 23:14:51 +0000 2015|The truth about overcoming obesity is utterly grim. But someone had to say it. http://lat.ms/19f0gnF
566368753190187009|Fri Feb 13 22:50:08 +0000 2015|Once you are fat, "body weight seems to become biologically 'stamped in' and defended." http://lat.ms/1zAY4fj
566341937334976512|Fri Feb 13 21:03:34 +0000 2015|Acid reflux raises serious health concerns http://lat.ms/1CoY5HM
566327351534170113|Fri Feb 13 20:05:37 +0000 2015|Some heavy-hitting doctors debunk the idea that diet &amp; exercise alone can solve the obesity crisis. In @TheLancetEndo http://lat.ms/1zAY4fj
566301467188137985|Fri Feb 13 18:22:45 +0000 2015|Advice to "eat less, move more" is not enough to make obese people slim, experts argue in @TheLancetEndo http://lat.ms/1zAY4fj
566297522927190016|Fri Feb 13 18:07:05 +0000 2015|Little innovations make a big difference for riders http://lat.ms/1Co84gE
566054263441604608|Fri Feb 13 02:00:27 +0000 2015|Does your dog know how you're feeling? Perhaps so! They passed this emotional fluency test in Austria http://lat.ms/1CjU6w3
566007668335456256|Thu Feb 12 22:55:18 +0000 2015|Study identifies more diseases that cause smokers to die: breast &amp; prostate cancer, hypertension, kidney failure http://lat.ms/1CiC3nt
565982082732941312|Thu Feb 12 21:13:38 +0000 2015|RT @LATkarenkaplan: Can you tell which face is angry and which is sad? Dogs can. via @CurrentBiology http://lat.ms/1CjU6w3 http://t.co/2bh…
565961147820806145|Thu Feb 12 19:50:27 +0000 2015|Estimate of 480,000 smoking deaths per year understates the true toll of cigarettes in America, via @NEJM http://lat.ms/1CiC3nt
565937200098181120|Thu Feb 12 18:15:17 +0000 2015|How to stop a stroke in its tracks? Go in and grab the clot blocking blood flow to brain. http://lat.ms/1E4QxKi
565919665156005888|Thu Feb 12 17:05:37 +0000 2015|The health benefits of alcohol consumption are more limited than previously thought, researchers say http://lat.ms/1yhOMEP
565695599476232192|Thu Feb 12 02:15:15 +0000 2015|Unintended consequence of better federal oversight for organ transplants: Fewer hearts are actually transplanted? http://lat.ms/16SLUYm
565650225956933632|Wed Feb 11 23:14:57 +0000 2015|Smoking is even more deadly than you think. So says this special report in @NEJM http://lat.ms/1CiC3nt
565649089669627904|Wed Feb 11 23:10:26 +0000 2015|44%: The proportion of available donor hearts transplanted into patients in 1995. 29%: Equivalent figure for 2006. http://lat.ms/16SLUYm
565603786862120961|Wed Feb 11 20:10:25 +0000 2015|With more patients in need of heart transplants, you might more donor hearts would be accepted by doctors. But .... http://lat.ms/16SLUYm
565590014634242050|Wed Feb 11 19:15:42 +0000 2015|L'chaim. Sante. Salud. But only women ages 65 or older can truly drink to their health, study finds http://lat.ms/1yhOMEP
565572244228038658|Wed Feb 11 18:05:05 +0000 2015|Good news: Health benefits of drinking are real. Bad news: Only for women ages 65 and older. Study in @BMJ_Open http://lat.ms/1yhOMEP
565570746135891968|Wed Feb 11 17:59:08 +0000 2015|Drink to your health? Only if you're a woman who's at least 65 years old, says study in @BMJ_Open http://lat.ms/1yhOMEP
565568779355426816|Wed Feb 11 17:51:19 +0000 2015|Sad fact about heart transplants: Only 32% of available donor hearts find their way into patients. http://lat.ms/16SLUYm
565326941893709824|Wed Feb 11 01:50:20 +0000 2015|Fed-up doctors who drop unvaccinated patients are at odds with @AmerAcadPeds. http://lat.ms/1CdUfPb
565284264800178181|Tue Feb 10 23:00:45 +0000 2015|Vaccine ultimatum resulted in 50-100 additional kids getting MMR, says pediatrician who used it http://lat.ms/1CdUfPb
565236315734544384|Tue Feb 10 19:50:13 +0000 2015|"Patients who are not vaccinated are presenting a clear and present danger," says a pediatrician who won't see them http://lat.ms/1CdUfPb
565229483825700865|Tue Feb 10 19:23:05 +0000 2015|Smartphone apps keep pace with costly fitness trackers http://lat.ms/1IN4nHD
565217442910457856|Tue Feb 10 18:35:14 +0000 2015|In the battle of the fitness trackers, @Nike's Fuelband was worst (by far). Study by @miteshpatel in @JAMA_current http://lat.ms/1A9pqA4
565208815118061569|Tue Feb 10 18:00:57 +0000 2015|Which pedometer is best? @fitbit's One and Zip models were most consistently accurate in this @JAMA_current study http://lat.ms/1A9pqA4
565206296367218688|Tue Feb 10 17:50:56 +0000 2015|Can't afford a Fitbit? Free smartphone apps are just about as good, @JAMA_current report says http://lat.ms/1A9pqA4
565201605977702403|Tue Feb 10 17:32:18 +0000 2015|Some pediatricians have run out of patience with anti-vax parents &amp; drop them as patients http://lat.ms/1CdUfPb
564978398590947328|Tue Feb 10 02:45:21 +0000 2015|Among teens using contraception, researchers @USC &amp; @Harvard found no link between Gardasil and risk of STIs http://lat.ms/1vAS8YT
564969525947666432|Tue Feb 10 02:10:06 +0000 2015|Teens vaccinated against HPV got more sexually transmitted infections, but so did teens who weren't vaccinated http://lat.ms/1vAS8YT
564937039926525952|Tue Feb 10 00:01:00 +0000 2015|Parents can breathe easy: HPV vaccine does not make teens more likely to have sex. via @JAMAInternalMed http://lat.ms/1vAS8YT
564929999653072896|Mon Feb 09 23:33:02 +0000 2015|For teen girls, getting older is a risk factor for STIs. HPV vaccine isn't. Data in @JAMAInternalMed http://lat.ms/1vAS8YT
564914238612062208|Mon Feb 09 22:30:24 +0000 2015|RT @LATerynbrown: Measles parties in California? Via @KQEDhealth http://bit.ly/1Dd573M . Reminds me of "pox parties" from 2011 http://t.co…
564154180324294658|Sat Feb 07 20:10:12 +0000 2015|Smartphone-based diagnostic lab costs $34; desktop version costs $18,450 http://lat.ms/1zgOFJU
564105078630793216|Sat Feb 07 16:55:05 +0000 2015|This @Columbia invention certainly parts the "smart" in smartphone! http://lat.ms/1zgOFJU
564046809979314176|Sat Feb 07 13:03:33 +0000 2015|Snow Summit ski school at Big Bear turns out more confident skiers http://lat.ms/1xHnuau
563892426822410240|Sat Feb 07 02:50:05 +0000 2015|On Brian Williams: "Memory is prone to error and distortion," says @Harvard psychologist Daniel Schacter http://lat.ms/1KpNIal
563880150744694785|Sat Feb 07 02:01:18 +0000 2015|On a 10-point stress scale, low-income folks average 5.2 while higher-income folks average only 4.7. http://lat.ms/1CBtIQW
563858477790285824|Sat Feb 07 00:35:11 +0000 2015|Lightweight, low-power smartphone device was 100% accurate in diagnosing HIV in Rwanda field tests. http://lat.ms/1zgOFJU
563855497225584640|Sat Feb 07 00:23:21 +0000 2015|Need to diagnose a case of HIV in remote Rwanda? @Columbia engineers have an app for that!  http://lat.ms/1zgOFJU
563852470640971776|Sat Feb 07 00:11:19 +0000 2015|Memory expert @eloftus1 on @BWilliams: "This could easily be the development of a false memory." http://lat.ms/1KpNIal
563834839145938946|Fri Feb 06 23:01:15 +0000 2015|What makes Americans stressed out? Money, work, family responsibilities and health concerns. (Sound familiar?) http://lat.ms/1CBtIQW
563827994611822592|Fri Feb 06 22:34:03 +0000 2015|Vromage makes an art out of vegan cheeses made with nut milks http://lat.ms/1Ik7tmg
563820978220720128|Fri Feb 06 22:06:11 +0000 2015|Howie Mandel runs to be calm, works to help others with A-fib http://lat.ms/1IjY3qN
563787066580803584|Fri Feb 06 19:51:25 +0000 2015|Vegan January was full of good food and wise lessons http://lat.ms/1xBNvba
563786731515043840|Fri Feb 06 19:50:06 +0000 2015|The gender gap in stress -- 38% of men and 49% of women say money worries stress them out. http://lat.ms/1CBtIQW
