"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:13:49.7051204 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7051341 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.7051542 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7051604 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7051735 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.7051922 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7053221 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:49.7284505 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:49.7284687 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7284840 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.7285072 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7285133 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7285259 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.7285435 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7286871 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:49.7287427 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:49.7287561 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7287684 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.7287860 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7287916 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7288033 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.7288201 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7289592 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:49.7494674 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:49.7494858 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7495020 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.7495255 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7495325 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.7495456 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.7495649 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.7497554 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:49.9337481 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:49.9337710 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.9337911 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.9338207 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.9338291 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.9338464 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.9338707 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.9340627 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:49.9391622 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:49.9391803 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.9391971 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.9392209 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.9392281 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.9392429 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.9392639 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.9394147 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:49.9606672 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:49.9606864 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.9607026 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:49.9607261 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.9607334 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:49.9607471 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:49.9607661 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:49.9609306 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.0387341 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.0387514 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.0387656 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.0387877 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.0387941 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.0388064 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.0388237 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.0389682 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.1207191 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.1207400 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.1207587 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.1207850 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.1207925 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.1208079 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.1208291 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.1212202 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.1516629 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.1516786 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.1516928 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.1517127 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.1517188 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.1517308 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.1517479 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.1519046 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.2109358 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.2109532 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.2109682 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.2109903 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.2109962 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.2110082 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.2110258 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.2111683 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.2555831 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.2556007 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.2556153 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.2556368 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.2556432 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.2556552 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.2556725 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.2558477 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.5173323 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.5173496 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.5173642 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.5173860 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.5173921 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.5174044 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.5174217 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.5175625 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.5515445 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.5515629 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.5515777 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.5515992 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.5516057 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.5516180 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.5516353 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.5517797 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.6014729 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.6014899 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.6015045 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.6015263 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.6015327 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.6015450 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.6015626 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.6017020 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.6606014 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.6606181 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.6606327 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.6606539 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.6606603 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.6606723 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.6606894 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.6608327 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.7039387 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.7039569 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.7039714 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.7039935 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.7039993 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.7040114 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.7040287 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.7042955 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.7443603 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.7443830 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.7445442 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.7445710 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.7447081 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.7447263 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.7447484 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.7449981 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.7583040 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.7583303 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.7583467 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.7584082 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.7584160 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.7584300 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.7584579 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.7588605 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.9181190 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.9181363 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.9181511 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.9181729 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.9181794 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.9181916 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.9182087 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.9183534 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:50.9459765 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"12:13:50.9459952 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.9460119 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"12:13:50.9460362 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.9460432 PM","lsass.exe","648","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"12:13:50.9460564 PM","lsass.exe","648","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"12:13:50.9460754 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"12:13:50.9462385 PM","lsass.exe","648","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"12:13:51.0905063 PM","Explorer.EXE","640","RegOpenKey","HKCU\AppEvents\Schemes\Apps\.Default\CCSelect\.current","NAME NOT FOUND","Desired Access: Query Value"
