CourseName,YearQuarter,StudentId,Week,PromptText,ResponseText,Text
Introduction to Data Visualization,20194,4,Week 3,"Check-in:

What are two things you are learning that come easily and why do you feel that way (3-5 sentences)?
What are two things you are learning that you find challenging and why do you feel that way (3-5 sentences)?
What are two things you are learning that you want to work on (2-4 sentences)?","I personally don't think the things we are doing now are that easy. I would say the only thing I'm finding easy at this point is maybe using swirl and learning about different graphs. I personally don't like graphing things due to math but learning about graphs and not having to graph something is totally fine with me. I'm saying maybe to swirl because I thought it was easy but now it's getting a bit hard trying to remember all the different commands from different sections.

I'm finding it hard to pick a research question. To properly answer your question, something I'm learning is to read the excel sheet with all the data and information, and based on that, I'm finding it hard to read the excel sheet in a way that is helpful and picking a research question. It's a bit overwhelming trying to understand the excel sheets and trying to choose what to research and I feel like my brain starts yelling at me every time I look at it.

I want to work on learning my swirl codes commands better. I'm really trying to get them down but sometimes my mind blanks. I'm also trying not to take charge of my group. I realized my group mates are insanely quiet people which is fine because in most if not all the groups I'm usually in I'm usually the quiet person which I love. Now I'm in a way forcing myself to be the talkative person cause I realized if I don't, then nothing would get done. So that is something I'm learning and also want to work on because it technically is a good skill to learn for later on.","I personally don't think the things we are doing now are that easy. I would say the only thing I'm finding easy at this point is maybe using swirl and learning about different graphs. I personally don't like graphing things due to math but learning about graphs and not having to graph something is totally fine with me. I'm saying maybe to swirl because I thought it was easy but now it's getting a bit hard trying to remember all the different commands from different sections.

 I'm finding it hard to pick a research question. To properly answer your question, something I'm learning is to read the excel sheet with all the data and information, and based on that, I'm finding it hard to read the excel sheet in a way that is helpful and picking a research question. It's a bit overwhelming trying to understand the excel sheets and trying to choose what to research and I feel like my brain starts yelling at me every time I look at it.

 I want to work on learning my swirl codes commands better. I'm really trying to get them down but sometimes my mind blanks. I'm also trying not to take charge of my group. I realized my group mates are insanely quiet people which is fine because in most if not all the groups I'm usually in I'm usually the quiet person which I love. Now I'm in a way forcing myself to be the talkative person cause I realized if I don't, then nothing would get done. So that is something I'm learning and also want to work on because it technically is a good skill to learn for later on."
Introduction to Data Visualization,20194,4,Week 4,"For this journal entry, reflect on your work with your group as you complete the first major assignments and visualizations to address the following questions.

How have you supported your group's success? (2–3 sentences)
How is writing a research question different from other writing you have done for school? (3–5 sentences)
What concepts, ideas, or techniques that were initially difficult are now coming easily? (2–3 sentences)
What concepts, ideas, or techniques are you still feeling confused about? (2–3 sentences)
What do you plan to do to address any confusion? (2–3 sentences)","I've helped with communication and research. I was able to make a group chat, and the google documents and slide presentation with all the members so we could have a platform that was accessible for everyone to communicate and contribute evenly. In terms of research for each assignment, we were able to each take a small part to do then add later to the respective document we will use to turn in.

I personally don't like writing research questions because I feel like it's too much freedom. I think it's different from other writing because in other classes we are told what to write about. When I write anything for a class there are certain questions asked that are specific enough it doesn't really require much creativity, just analysis.  Writing or creating a research question requires you to look at a ton of information that really might not go well together and try and formulate a question, that you will later answer. I would really like to pick an easy research question, but it wouldn't be considered good, or well thought out. It also requires you to be a little creative and push yourself.

I think seeing how to visualize things differently is becoming a bit easier than when I started. I think I really got stuck to the graphs I was comfortable with such as line charts, bar graphs and scatter plots.

 I'm finding it hard to remember all the graphs we learned about his week. I feel like a lot of the graphs overlapped each other and I'm just confused as to when to use which. I personally would go for the easiest type, but I'm learning that it's better to go for the graph that makes the information your choosing to portray seem more understandable to the reader/viewer.  When I was looking for examples to use in my presentation, some graphs looked pretty but I personally couldn't understand anything which was a bit disheartening.

Hopefully, I'll find the time to research more about them, but realistically I'm hoping sometime this quarter the research we are doing will force me to try a new graphing style.","I've helped with communication and research. I was able to make a group chat, and the google documents and slide presentation with all the members so we could have a platform that was accessible for everyone to communicate and contribute evenly. In terms of research for each assignment, we were able to each take a small part to do then add later to the respective document we will use to turn in.

 I personally don't like writing research questions because I feel like it's too much freedom. I think it's different from other writing because in other classes we are told what to write about. When I write anything for a class there are certain questions asked that are specific enough it doesn't really require much creativity, just analysis. Writing or creating a research question requires you to look at a ton of information that really might not go well together and try and formulate a question, that you will later answer. I would really like to pick an easy research question, but it wouldn't be considered good, or well thought out. It also requires you to be a little creative and push yourself.

 I think seeing how to visualize things differently is becoming a bit easier than when I started. I think I really got stuck to the graphs I was comfortable with such as line charts, bar graphs and scatter plots.

  I'm finding it hard to remember all the graphs we learned about his week. I feel like a lot of the graphs overlapped each other and I'm just confused as to when to use which. I personally would go for the easiest type, but I'm learning that it's better to go for the graph that makes the information your choosing to portray seem more understandable to the reader/viewer. When I was looking for examples to use in my presentation, some graphs looked pretty but I personally couldn't understand anything which was a bit disheartening.

 Hopefully, I'll find the time to research more about them, but realistically I'm hoping sometime this quarter the research we are doing will force me to try a new graphing style."
Introduction to Data Visualization,20194,4,Week 5,"Prompt
We are approaching the half-way point of the quarter, which means it is a good time to reflect on what we are learning. Below I have listed the learning objectives for the course. From this list, pick out all the objectives you have worked on.  Once you choose the objectives you worked on, mention the activities you did to learn such as homework, major group assignment, group presentation, journal,  out-of-class work or other activities.

The purpose of this journal is two-fold:

 I want you to document your learning, which we will do fully for the final portfolio.
I want to know how effective I am as an instructor to help you reach these course goals.So if you don't include an objective, I'll assume we either haven't covered it or I need to teach it better.
Learning objectives
By the end of the course, students will be able to:

Categorize features of effective visual representations
Identify the different types of data and their constraints
Relate different types of data to appropriate visualizations
Manipulate, organize, and clean the data using simple algorithms
Apply best practices for data management and formatting
Report descriptive statistics
Make an interactive data visualization for a web-page
Author a report with data and visuals that addresses a research question
Provide a constructive critique of a data visualization
Be familiar with the ethical issues and power surrounding data
Clarify responsible conduct for authoring documents with integrity
Work effectively as a group to collaborate and share leadership throughout different stages of a project
Contrast visualizations with other forms of communications","Categorize features of effective visual representations
Group presentation
HW 2. Number 47
HW 2. Measurement
Relate different types of data to appropriate visualizations
Personal timeline
HW2. Measurement
Work effectively as a group to collaborate and share leadership throughout different stages of a project
Group presentations and assignments
Data summary
Research question
Contrast visualizations with other forms of communications
Using graphs on excel and RStudio
I don't think we've gone over a couple of key concepts but I do think that is because we haven't really don much with our research projects yet. I was a bit confused about clarifying responsible conduct for authoring documents with integrity. Would that go with any writing we do that includes citations? I don't think we've talked about it in the class but I feel that it is more of common knowledge that we shouldn't plagiarise and should give credit to the authors. ","Categorize features of effective visual representations
 Group presentation
 HW 2. Number 47
 HW 2. Measurement
 Relate different types of data to appropriate visualizations
 Personal timeline
 HW2. Measurement
 Work effectively as a group to collaborate and share leadership throughout different stages of a project
 Group presentations and assignments
 Data summary
 Research question
 Contrast visualizations with other forms of communications
 Using graphs on excel and RStudio
 I don't think we've gone over a couple of key concepts but I do think that is because we haven't really don much with our research projects yet. I was a bit confused about clarifying responsible conduct for authoring documents with integrity. Would that go with any writing we do that includes citations? I don't think we've talked about it in the class but I feel that it is more of common knowledge that we shouldn't plagiarise and should give credit to the authors."
Introduction to Data Visualization,20194,4,Week 6,"Learning R can sometimes lead you to explore unexpected things. It is okay to play with the program and the code. In this journal, I want you to talk about a time that you explored in R.  If you haven't played with R, take some time to do that and reflect on what happened.

Describe playing with the R code and what you learned (5-7 sentences).","Generally speaking from playing with R and using it the past week I would say R is very ""interesting"", but overall hard for me to understand. I feel like it's very ""mathy"". That just might be because of what we are doing with it. I get the impression that R is mainly used for making data visuals, or stats diagrams in some way. I'm guessing there are ways to do it in other languages but I'm guessing R is more for this than the general object-oriented coding stuff. I realized how different R is from other languages. By other languages, I mean Java and C++. I feel like Java and C++ are much easier to use, but that's also cause I think I learned them at a slower pace and didn't do a substantial amount of math-related things to with them unless you would call concatenating strings together math. ","Generally speaking from playing with R and using it the past week I would say R is very ""interesting"", but overall hard for me to understand. I feel like it's very ""mathy"". That just might be because of what we are doing with it. I get the impression that R is mainly used for making data visuals, or stats diagrams in some way. I'm guessing there are ways to do it in other languages but I'm guessing R is more for this than the general object-oriented coding stuff. I realized how different R is from other languages. By other languages, I mean Java and C++. I feel like Java and C++ are much easier to use, but that's also cause I think I learned them at a slower pace and didn't do a substantial amount of math-related things to with them unless you would call concatenating strings together math."
Introduction to Data Visualization,20194,4,Week 7,"For this journal I would you like you to reflect on our guest speaker's presentation. This is an open journal entry that you can reflect however you would like. Below are some questions you may choose to help you reflect:

 What parts of Etiowo's story do you identify with?
Who benefits from having a data analysts in healthcare?
How does a career in data visualization align with your goals?
What remaining question do you have about a career in data science?
Why is a data visualization career not appealing to many people?
If you were not able to attend the speaker's presentation, find a person who does data visualization and read about their background or career from online sources.  Reflect on that person's work and what parts you can or cannot relate to.","What parts of Etiowo's story do you identify with?
I personally came to UWB to study computer science and software engineering. I was planning to minor in math because it was an easy add on, but I got talking to people and they said I could use that minor as a backup and become a data scientist which I never thought about. I've never thought about going into data analytics because I didn't really understand it. I really like how he chose health care and is actually doing something to ""help"" others. Something I related to was when he said that it was hard at first because he could talk really technical but you also have to be able to talk to the ""common person"" in plain English to explain things such as the process, the results. I've experienced this with CS and doing a bit of graphic design. Some people really want to rush me but it's hard for me to explain the process in a way that everyone can understand and I thought I was the only one who struggled with not being able to translate ""technical language"".
Who benefits from having data analysts in healthcare?
Data analysts in health care analyze all the healthcare data available to them and are able to come to certain conclusions based on the data. One thing I remember Etiowo talking about is improving patient care and efficiency in where he has worked, and where he is starting his new job. People that go to the healthcare facility and the health care facility will benefit from having a data analyst there because they help healthcare practitioners to provide better, faster and efficient care.
How does a career in data visualization align with your goals?
I'm not really sure. I never thought about going into data visualization. I'm still not for it because I find it very confusing, especially R, I'm very lost on it and I don't think I could use it in a career on a daily basis.
What remaining question do you have about a career in data science?
Do you truly enjoy your jobs?
It's worth the time going to university? Or is it better to learn it online for half the price?
Why are you in this field?? For the money? For a guaranteed job? For pure interest?
How much of your time is spent sitting at a computer?
Why is a data visualization career not appealing to many people?
It's a lot of work, and I think a most people don't really know what it is. When I first heard the term I thought about graphs, sitting around and making graphs and that doesn't sound interesting to me at all. I think most people who are looking for jobs, not out of money but out of interest, want jobs that they enjoy and maybe can make a difference in. Right off the bat, hearing about the career field of data visualization doesn't seem that interesting. It sounds like something you would do to make a lot of money but never really liking it, or being overworked and never finding the salary a properly worth your time and stress.","I personally came to UWB to study computer science and software engineering. I was planning to minor in math because it was an easy add on, but I got talking to people and they said I could use that minor as a backup and become a data scientist which I never thought about. I've never thought about going into data analytics because I didn't really understand it. I really like how he chose health care and is actually doing something to ""help"" others. Something I related to was when he said that it was hard at first because he could talk really technical but you also have to be able to talk to the ""common person"" in plain English to explain things such as the process, the results. I've experienced this with CS and doing a bit of graphic design. Some people really want to rush me but it's hard for me to explain the process in a way that everyone can understand and I thought I was the only one who struggled with not being able to translate ""technical language"".

 Data analysts in health care analyze all the healthcare data available to them and are able to come to certain conclusions based on the data. One thing I remember Etiowo talking about is improving patient care and efficiency in where he has worked, and where he is starting his new job. People that go to the healthcare facility and the health care facility will benefit from having a data analyst there because they help healthcare practitioners to provide better, faster and efficient care.

 I'm not really sure. I never thought about going into data visualization. I'm still not for it because I find it very confusing, especially R, I'm very lost on it and I don't think I could use it in a career on a daily basis.

 Do you truly enjoy your jobs?
 It's worth the time going to university? Or is it better to learn it online for half the price?
 Why are you in this field?? For the money? For a guaranteed job? For pure interest?
 How much of your time is spent sitting at a computer?

 It's a lot of work, and I think a most people don't really know what it is. When I first heard the term I thought about graphs, sitting around and making graphs and that doesn't sound interesting to me at all. I think most people who are looking for jobs, not out of money but out of interest, want jobs that they enjoy and maybe can make a difference in. Right off the bat, hearing about the career field of data visualization doesn't seem that interesting. It sounds like something you would do to make a lot of money but never really liking it, or being overworked and never finding the salary a properly worth your time and stress."
Introduction to Data Visualization,20194,4,Week 8,"In 5-7 sentences, explain what has changed, since starting this course, in how you think about data visualization.","I understand why data visualization is so important. I mainly noticed this when doing research on my group discussion presentation. Before I used to kind of think it data visualization was important but now I for sure know it. This changed when learning about warming stripes.  The warming stripes graphs were essentially made to be able to start conversations about global warming and climate change. I found a statistic online that said two out of three Americans want to learn more about climate change and that fewer than half of Americans think climate change will harm them personally. Through data visualization, specifically through warming stripes, this is a simple and easy way for people who want to learn about climate change and those who don't believe climate change is a real problem to actually view the stats behind it. Plus they're colour coded and who doesn't love that! And the great thing about it is that after looking at warming stripes, there are more data visuals that will go more in-depth and have information that the warming stripes didn't have. So this was my explanation to say I've realised how efficient and important data visualisation can be.","I understand why data visualization is so important. I mainly noticed this when doing research on my group discussion presentation. Before I used to kind of think it data visualization was important but now I for sure know it. This changed when learning about warming stripes. The warming stripes graphs were essentially made to be able to start conversations about global warming and climate change. I found a statistic online that said two out of three Americans want to learn more about climate change and that fewer than half of Americans think climate change will harm them personally. Through data visualization, specifically through warming stripes, this is a simple and easy way for people who want to learn about climate change and those who don't believe climate change is a real problem to actually view the stats behind it. Plus they're colour coded and who doesn't love that! And the great thing about it is that after looking at warming stripes, there are more data visuals that will go more in-depth and have information that the warming stripes didn't have. So this was my explanation to say I've realised how efficient and important data visualisation can be."
Introduction to Data Visualization,20194,4,Week 9,"""Without data, you are just another person with an opinion."" - Dr.  (Links to an external site.)Robin Angotti, UWB

Hopefully through this course you see that data is all around and power can come from being able to organize data to gain information and insights. However, as a means for communicating to an audience, visualized data mostly benefit the people who know how to interpret the graphics; many people have not developed a visual literacy to understand the figures we have made. For this journal entry, I want you to reflect on data visualizations as a means for communication.

Is there a paradox to data visualization? Why are photos like those in the documentary Chasing Ice (Links to an external site.) more impactful to a broad audience than any data graph? Why are people, who want to see evidence of a claim, easily misled by data visualizations? Why do media companies often use data graphics to get our attention rather than accurately represent information?

In 5-7 sentences, what function should data visualization serve for communication?","Data visualization helps to quickly and clearly communicate the story that the data represents.  This is done by portraying information clearly and efficiently to people through graphs, plots, pictures, tables, and charts selected. By doing this it makes complex data more accessible, understandable, and usable to the general population. Data visualization should make it easier for people despite their knowledge on the subject to understand what exactly is being portrayed. To answer the main question, the function data visualization should serve for communication is to clearly portray data in a visual form to help others understand what exactly the data is saying. It should help people understand, and digest information and hopefully start a conversation around the given dataset/topic.","Data visualization helps to quickly and clearly communicate the story that the data represents. This is done by portraying information clearly and efficiently to people through graphs, plots, pictures, tables, and charts selected. By doing this it makes complex data more accessible, understandable, and usable to the general population. Data visualization should make it easier for people despite their knowledge on the subject to understand what exactly is being portrayed. To answer the main question, the function data visualization should serve for communication is to clearly portray data in a visual form to help others understand what exactly the data is saying. It should help people understand, and digest information and hopefully start a conversation around the given dataset/topic."
Introduction to Data Visualization,20194,6,Week 1,"Address the following questions to help me understand your perspective:

Why are you taking this course?
What do you hope to learn from this course?
What is one thing I should know about you to help you learn?","Why are you taking this course?
While this class helps to fulfill my final NW credit, I chose this course because it consists of content I'll be able to use in work and life after graduation.

What do you hope to learn from this course?
I hope to better my abilities of taking out key points of data in order to create something other people can read clearly. Easy to read/get the take away in fast paced manner.

What is one thing I should know about you to help you learn?
One thing I've realized helps me learn is to have an example of what's being taught in a visual form.","While this class helps to fulfill my final NW credit, I chose this course because it consists of content I'll be able to use in work and life after graduation.

 I hope to better my abilities of taking out key points of data in order to create something other people can read clearly. Easy to read/get the take away in fast paced manner.

 One thing I've realized helps me learn is to have an example of what's being taught in a visual form."
Introduction to Data Visualization,20194,6,Week 2,"Reflect on what you learned this week and what you experienced as you worked in RStudio. Address the following points in your reflection with 2-5 sentences each:

Contrast your expectations of working in R to reality
Describe the challenges to making the two visualizations this week: a personal timeline and a news graphic
Explain what strategies you used to overcome these challenges.
What aspects of the High Impact Practices project interest you (be specific about what aspects and why they interest you)?
In your opinion, what do you define as success for yourself and your peers as students at UW-Bothell?","I wasn't really sure what to expect when first downloading R, other than it looked like we were going to be coding. However, I do like the way it's set up and apply math in a way that I haven't before.

The timeline wasn't too difficult but I struggled to come up with more ideas for the news graphic. The two graphs I used are some of the most basic visualizations and I'm sure there's more that I could have done but just haven't learned or seen before.

One strategy I used for the news graphic visualization was to look up an array of other data visualizations. I did see some more complex graphs that I haven't had much personal experience with but the number/article I was working with seemed too simple to apply to those more in depth/detailed graphs.

In regards to the High Impact Practices project, I'm interested to learn more about the best way to go about gathering data and presenting it for such a big question. There's multiple variables to the question regarding what students are doing while in school to help them succeed after graduating and I'm also interested in what the results we'll find will be.

Success can be defined as a lot of things by different people. For me, personally, success is achieving my goals (big or small) to the best of my ability. If I'm putting my best self forward, I intend for it to give me the drive to get myself to where I want to be. For me that would look like getting an internship soon and having a big girl job this time next year. ","I wasn't really sure what to expect when first downloading R, other than it looked like we were going to be coding. However, I do like the way it's set up and apply math in a way that I haven't before.

 The timeline wasn't too difficult but I struggled to come up with more ideas for the news graphic. The two graphs I used are some of the most basic visualizations and I'm sure there's more that I could have done but just haven't learned or seen before.

 One strategy I used for the news graphic visualization was to look up an array of other data visualizations. I did see some more complex graphs that I haven't had much personal experience with but the number/article I was working with seemed too simple to apply to those more in depth/detailed graphs.

 In regards to the High Impact Practices project, I'm interested to learn more about the best way to go about gathering data and presenting it for such a big question. There's multiple variables to the question regarding what students are doing while in school to help them succeed after graduating and I'm also interested in what the results we'll find will be.

 Success can be defined as a lot of things by different people. For me, personally, success is achieving my goals (big or small) to the best of my ability. If I'm putting my best self forward, I intend for it to give me the drive to get myself to where I want to be. For me that would look like getting an internship soon and having a big girl job this time next year."
Introduction to Data Visualization,20194,6,Week 3,"Check-in:

What are two things you are learning that come easily and why do you feel that way (3-5 sentences)?
What are two things you are learning that you find challenging and why do you feel that way (3-5 sentences)?
What are two things you are learning that you want to work on (2-4 sentences)?","1.  One of the things I've learned so far that came somewhat easy were the first few lessons on R studios. I've recently piqued an in interest in the coding world and learning some of the basics wasn't too bad. Another would be the concept of cognitive artifacts and how that plays a role in data visualization. For example, I clearly understood the reference you made in class the other day about how data isn't always to scale (reference the bar graph comparison on the powerpoint).

2. One of the things I find challenging are the more complicated codes in R. Applying the math and logic skills I already know but in a new environment, on the computer. One of the other things would be creating graphs within R studios. However, that might be more or a tech question.

3. One thing I know I need to work on is remembering the measurements and what makes something a certain type of data. I'd also like to brush up on the different types of graphs there are in order to indicate which will be best for use in the group project.","1. One of the things I've learned so far that came somewhat easy were the first few lessons on R studios. I've recently piqued an in interest in the coding world and learning some of the basics wasn't too bad. Another would be the concept of cognitive artifacts and how that plays a role in data visualization. For example, I clearly understood the reference you made in class the other day about how data isn't always to scale (reference the bar graph comparison on the powerpoint).

 2. One of the things I find challenging are the more complicated codes in R. Applying the math and logic skills I already know but in a new environment, on the computer. One of the other things would be creating graphs within R studios. However, that might be more or a tech question.

 3. One thing I know I need to work on is remembering the measurements and what makes something a certain type of data. I'd also like to brush up on the different types of graphs there are in order to indicate which will be best for use in the group project."
Introduction to Data Visualization,20194,6,Week 4,"For this journal entry, reflect on your work with your group as you complete the first major assignments and visualizations to address the following questions.

How have you supported your group's success? (2–3 sentences)
How is writing a research question different from other writing you have done for school? (3–5 sentences)
What concepts, ideas, or techniques that were initially difficult are now coming easily? (2–3 sentences)
What concepts, ideas, or techniques are you still feeling confused about? (2–3 sentences)
What do you plan to do to address any confusion? (2–3 sentences)","How have you supported your group's success? (2–3 sentences)
I've supported my groups success to touching base whenever something needs to be done. We've done well with being in contact via texting and with answering questions when they arise. Furthermore, I make myself available to answering questions if I can as well as checking in with how the others are doing.

How is writing a research question different from other writing you have done for school? (3–5 sentences)
Writing a research question is different from other papers I've written because data has to be taken into account. Rather than arguing something that might be seen as more abstract, numbers are being used to support the argument. In contrast to an English paper, for example, we also get to look at other people's work on the same concepts to make connections to the research question and argument.

What concepts, ideas, or techniques that were initially difficult are now coming easily? (2–3 sentences)
Considering I haven't written a scientific research paper in a number of years, that in general was intersting to reencounter. However, after reading over the articles about research questions and creating our question I'm refreshed and more comfortable.

What concepts, ideas, or techniques are you still feeling confused about? (2–3 sentences)
It's not as much confusion as wondering what type of visualization my group will use and how exactly that will look like working with R.

What do you plan to do to address any confusion? (2–3 sentences)
Discuss with my group and also ask for a refresher on inserting graphs into R because my computer crashed and the data I had previously had in there is no longer there","I've supported my groups success to touching base whenever something needs to be done. We've done well with being in contact via texting and with answering questions when they arise. Furthermore, I make myself available to answering questions if I can as well as checking in with how the others are doing.

 Writing a research question is different from other papers I've written because data has to be taken into account. Rather than arguing something that might be seen as more abstract, numbers are being used to support the argument. In contrast to an English paper, for example, we also get to look at other people's work on the same concepts to make connections to the research question and argument.

 Considering I haven't written a scientific research paper in a number of years, that in general was intersting to reencounter. However, after reading over the articles about research questions and creating our question I'm refreshed and more comfortable.

 It's not as much confusion as wondering what type of visualization my group will use and how exactly that will look like working with R.

 Discuss with my group and also ask for a refresher on inserting graphs into R because my computer crashed and the data I had previously had in there is no longer there"
Introduction to Data Visualization,20194,6,Week 5,"Prompt
We are approaching the half-way point of the quarter, which means it is a good time to reflect on what we are learning. Below I have listed the learning objectives for the course. From this list, pick out all the objectives you have worked on.  Once you choose the objectives you worked on, mention the activities you did to learn such as homework, major group assignment, group presentation, journal,  out-of-class work or other activities.

The purpose of this journal is two-fold:

 I want you to document your learning, which we will do fully for the final portfolio.
I want to know how effective I am as an instructor to help you reach these course goals.So if you don't include an objective, I'll assume we either haven't covered it or I need to teach it better.
Learning objectives
By the end of the course, students will be able to:

Categorize features of effective visual representations
Identify the different types of data and their constraints
Relate different types of data to appropriate visualizations
Manipulate, organize, and clean the data using simple algorithms
Apply best practices for data management and formatting
Report descriptive statistics
Make an interactive data visualization for a web-page
Author a report with data and visuals that addresses a research question
Provide a constructive critique of a data visualization
Be familiar with the ethical issues and power surrounding data
Clarify responsible conduct for authoring documents with integrity
Work effectively as a group to collaborate and share leadership throughout different stages of a project
Contrast visualizations with other forms of communications","Identify the different types of data and their constraints

- We did this in class when we were split into groups and assigned a type of data then presented to our peers in order to fully fill out the table.

Relate different types of data to appropriate visualizations

- I recall doing this when we gave our presentations all the different types of graphs. I know my group, and a lot of others, made connections to what kind of data or situation you’d use the appropriate visualization for.

Author a report with data and visuals that addresses a research question

- We have begun doing this with constructing a research question in our groups as well as beginning to write our data summaries.

Manipulate, organize, and clean the data using simple algorithms

- We’ve been doing this type of work while working in R as well as the annotation assignment.

Work effectively as a group to collaborate and share leadership throughout different stages of a project.

- My group is in contact via text message to discuss anything outside of class and the past few group work assignments have been split evenly amongst us.

Be familiar with the ethical issues and power surrounding data

- I am aware that data is the most valuable thing in our modern world and the way it has played a part in ethical issues/our daily lives.","Identify the different types of data and their constraints

 - We did this in class when we were split into groups and assigned a type of data then presented to our peers in order to fully fill out the table.

 Relate different types of data to appropriate visualizations

 - I recall doing this when we gave our presentations all the different types of graphs. I know my group, and a lot of others, made connections to what kind of data or situation you’d use the appropriate visualization for.

 Author a report with data and visuals that addresses a research question

 - We have begun doing this with constructing a research question in our groups as well as beginning to write our data summaries.

 Manipulate, organize, and clean the data using simple algorithms

 - We’ve been doing this type of work while working in R as well as the annotation assignment.

 Work effectively as a group to collaborate and share leadership throughout different stages of a project.

 - My group is in contact via text message to discuss anything outside of class and the past few group work assignments have been split evenly amongst us.

 Be familiar with the ethical issues and power surrounding data

 - I am aware that data is the most valuable thing in our modern world and the way it has played a part in ethical issues/our daily lives."
Introduction to Data Visualization,20194,6,Week 6,"Learning R can sometimes lead you to explore unexpected things. It is okay to play with the program and the code. In this journal, I want you to talk about a time that you explored in R.  If you haven't played with R, take some time to do that and reflect on what happened.

Describe playing with the R code and what you learned (5-7 sentences).","Playing with R really has made me more interested in coding. While I'm not the best at math, starting at the basic levels in R is doable and actually kind of fun. Even when it does get more difficult, there's still this sense of excitement when you do something correct. Opposed to getting the ""error"" message and then R (or i guess swirl more specifically)  just telling you what to do after so many failed attempts. It's also made me wonder how the R language compares to other coding languages and if learning R would transfer over into attempting to learn one of the many others. ","Playing with R really has made me more interested in coding. While I'm not the best at math, starting at the basic levels in R is doable and actually kind of fun. Even when it does get more difficult, there's still this sense of excitement when you do something correct. Opposed to getting the ""error"" message and then R (or i guess swirl more specifically) just telling you what to do after so many failed attempts. It's also made me wonder how the R language compares to other coding languages and if learning R would transfer over into attempting to learn one of the many others."
Introduction to Data Visualization,20194,6,Week 7,"For this journal I would you like you to reflect on our guest speaker's presentation. This is an open journal entry that you can reflect however you would like. Below are some questions you may choose to help you reflect:

 What parts of Etiowo's story do you identify with?
Who benefits from having a data analysts in healthcare?
How does a career in data visualization align with your goals?
What remaining question do you have about a career in data science?
Why is a data visualization career not appealing to many people?
If you were not able to attend the speaker's presentation, find a person who does data visualization and read about their background or career from online sources.  Reflect on that person's work and what parts you can or cannot relate to.","As I wasn't able to attend class on Wednesday, I turned to TED to find someone to discuss for this weeks journal. I discovered Aaron Koblin, a data artist whom has now completely interested me in the line of work that he's doing. When thinking about data visualization, I think about the visual (obviously) but also the data, which typically means numbers, as we've mostly seen throughout the quarter. Koblin started off with thinking numerically as well, becoming well known for his visualizations related to number of  flights  going in and out of the country at different times of the day. What I find super fascinating is how he managed to use this type of data visualization skill set and work it into music videos, becoming a creative director for the late Johnny Cash and working with bands like Arcade Fire. While watching the TedTalk and hearing about some of the work he's done, I made parallels to how it would have been created and what work I've personally done in R. Assigning certain objects to a name and the coding/programming that goes into how it all becomes the final product. ","As I wasn't able to attend class on Wednesday, I turned to TED to find someone to discuss for this weeks journal. I discovered Aaron Koblin, a data artist whom has now completely interested me in the line of work that he's doing. When thinking about data visualization, I think about the visual (obviously) but also the data, which typically means numbers, as we've mostly seen throughout the quarter. Koblin started off with thinking numerically as well, becoming well known for his visualizations related to number of flights going in and out of the country at different times of the day. What I find super fascinating is how he managed to use this type of data visualization skill set and work it into music videos, becoming a creative director for the late Johnny Cash and working with bands like Arcade Fire. While watching the TedTalk and hearing about some of the work he's done, I made parallels to how it would have been created and what work I've personally done in R. Assigning certain objects to a name and the coding/programming that goes into how it all becomes the final product."
